"school.id","behaviour.improvement","teacher.support","money"
2,3.22222222222222,3,8000
2,3.33333333333333,3,8000
2,2,2,8000
8,2.11111111111111,3,5600
8,1.66666666666667,3,5600
8,3.25,3,5600
8,3.33333333333333,3,5600
8,3.55555555555556,4,5600
8,2.88888888888889,4,5600
8,3,3,5600
8,1.77777777777778,2,5600
8,2.5,4,5600
9,4,3,32000
9,3.22222222222222,3,32000
9,3,3,32000
9,3.44444444444444,4,32000
9,2,3,32000
9,4,4,32000
10,2.77777777777778,4,280
10,2.77777777777778,3,280
10,2.55555555555556,4,280
10,3.66666666666667,4,280
10,3.22222222222222,4,280
10,2,3,280
10,1.77777777777778,3,280
12,2.88888888888889,3,15975
12,4,4,15975
12,3.22222222222222,4,15975
12,2,4,15975
12,3.11111111111111,3,15975
12,3.22222222222222,4,15975
12,3,4,15975
12,3.22222222222222,4,15975
12,4,4,15975
12,3,4,15975
12,2.66666666666667,4,15975
12,3.66666666666667,4,15975
14,3.33333333333333,3,15000
14,3.11111111111111,4,15000
14,3.33333333333333,4,15000
14,3,3,15000
14,2.33333333333333,4,15000
14,3.77777777777778,1,15000
14,4,4,15000
14,1.88888888888889,3,15000
19,2.33333333333333,3,29250
19,3.22222222222222,3,29250
19,3.11111111111111,4,29250
19,3,4,29250
19,1.33333333333333,4,29250
19,4,4,29250
19,4,4,29250
19,3.2,4,29250
19,1.55555555555556,3,29250
19,3,4,29250
20,2.55555555555556,3,5000
20,2.55555555555556,4,5000
20,2.55555555555556,4,5000
20,1,1,5000
20,2,4,5000
20,1,2,5000
20,3.55555555555556,4,5000
22,2.22222222222222,3,30000
22,3.22222222222222,3,30000
22,3,3,30000
22,4,3,30000
22,2.33333333333333,3,30000
22,1.66666666666667,3,30000
22,2.77777777777778,4,30000
23,3.66666666666667,4,3435
23,2.88888888888889,4,3435
23,3,3,3435
23,3.77777777777778,4,3435
23,2.77777777777778,3,3435
23,3.44444444444444,4,3435
23,4,4,3435
23,3.11111111111111,4,3435
23,3,4,3435
23,3.66666666666667,3,3435
25,2.11111111111111,4,2e+05
25,3.5,3,2e+05
25,2,3,2e+05
25,3.66666666666667,4,2e+05
25,3.88888888888889,4,2e+05
25,3.11111111111111,3,2e+05
26,2.77777777777778,3,25000
26,3,3,25000
26,3.77777777777778,4,25000
26,2.22222222222222,4,25000
26,3.11111111111111,4,25000
26,3.22222222222222,4,25000
26,3,2,25000
26,4,4,25000
26,1.44444444444444,3,25000
26,3,4,25000
28,3,4,48000
28,3,3,48000
28,1,1,48000
28,1.33333333333333,2,48000
28,3,3,48000
28,3.77777777777778,3,48000
28,4,4,48000
29,3.55555555555556,4,14400
29,3.57142857142857,3,14400
29,2.33333333333333,2,14400
29,1.88888888888889,4,14400
29,3.55555555555556,4,14400
29,3.88888888888889,4,14400
29,3.77777777777778,4,14400
29,3.11111111111111,4,14400
33,3.44444444444444,3,3500
33,3.66666666666667,4,3500
33,2,3,3500
33,3.22222222222222,4,3500
33,3.33333333333333,4,3500
33,3,4,3500
33,1,4,3500
33,3.22222222222222,3,3500
33,3,4,3500
33,1,4,3500
38,3.25,4,9000
38,3.55555555555556,4,9000
38,3.55555555555556,3,9000
38,3.22222222222222,3,9000
38,3.25,3,9000
39,3.33333333333333,3,19637
39,2.88888888888889,4,19637
39,3.55555555555556,4,19637
39,2,4,19637
39,4,4,19637
39,4,4,19637
39,3,3,19637
39,3.44444444444444,4,19637
39,3.55555555555556,4,19637
39,3.77777777777778,4,19637
40,3,3,14867
40,3.125,3,14867
40,3,3,14867
40,3.8,4,14867
40,3.88888888888889,4,14867
40,3.85714285714286,4,14867
40,4,4,14867
40,4,4,14867
40,2.66666666666667,4,14867
40,3.33333333333333,3,14867
41,3.55555555555556,4,50000
41,3.55555555555556,3,50000
41,3.11111111111111,4,50000
41,3,3,50000
41,3,3,50000
44,3.55555555555556,4,8000
44,2.55555555555556,4,8000
44,2.66666666666667,3,8000
44,4,4,8000
44,3.55555555555556,3,8000
44,3.11111111111111,4,8000
44,3.11111111111111,3,8000
44,3,4,8000
44,2.66666666666667,4,8000
44,2.22222222222222,1,8000
44,3.11111111111111,2,8000
44,4,4,8000
45,3,4,5000
45,3.66666666666667,4,5000
45,3.44444444444444,4,5000
45,3.33333333333333,4,5000
45,3,4,5000
45,3,4,5000
45,2.55555555555556,4,5000
49,3,3,0
49,3.44444444444444,4,0
49,3.22222222222222,3,0
49,3.66666666666667,4,0
49,2.88888888888889,4,0
49,3.44444444444444,2,0
49,3.11111111111111,4,0
49,3.44444444444444,4,0
49,2.44444444444444,3,0
49,2.33333333333333,4,0
49,1.77777777777778,3,0
49,2.33333333333333,4,0
49,3.33333333333333,4,0
50,3.44444444444444,3,11000
50,2.44444444444444,4,11000
51,2.77777777777778,4,11000
51,3.16666666666667,4,11000
51,4,4,11000
51,3,4,11000
51,4,4,11000
51,2.11111111111111,4,11000
51,1,4,11000
51,1,4,11000
51,2.11111111111111,4,11000
51,2.44444444444444,4,11000
52,3.11111111111111,3,15000
52,3.22222222222222,3,15000
52,2.5,3,15000
52,2.33333333333333,3,15000
52,2.66666666666667,4,15000
52,3.88888888888889,4,15000
52,3,4,15000
55,3,4,25242
55,3.33333333333333,3,25242
55,3.55555555555556,4,25242
55,4,4,25242
55,2.33333333333333,4,25242
55,3.66666666666667,4,25242
55,3.11111111111111,4,25242
55,4,1,25242
55,3.22222222222222,4,25242
55,3.22222222222222,4,25242
55,2.77777777777778,4,25242
55,3.55555555555556,4,25242
56,3.22222222222222,4,0
56,3.22222222222222,4,0
56,3.66666666666667,4,0
56,3.375,4,0
56,2.44444444444444,4,0
56,3.11111111111111,4,0
57,3.44444444444444,4,29300
57,3.22222222222222,4,29300
57,2.88888888888889,4,29300
57,2.33333333333333,2,29300
57,4,2,29300
57,1.88888888888889,3,29300
57,3,4,29300
57,2.22222222222222,4,29300
57,2.66666666666667,3,29300
57,2.44444444444444,4,29300
62,3.33333333333333,4,20000
62,2.66666666666667,3,20000
62,2.55555555555556,4,20000
62,3.77777777777778,4,20000
62,2.11111111111111,4,20000
62,4,4,20000
62,2.22222222222222,3,20000
62,2.125,4,20000
62,3.2,4,20000
62,3,4,20000
62,2.22222222222222,3,20000
62,3.11111111111111,3,20000
62,3.33333333333333,4,20000
63,3,3,16000
63,3,4,16000
63,1.88888888888889,2,16000
63,2,3,16000
63,2.88888888888889,3,16000
63,2.11111111111111,2,16000
63,3,3,16000
63,1.66666666666667,2,16000
63,3.33333333333333,4,16000
63,3.88888888888889,4,16000
65,1.875,3,75000
65,4,4,75000
65,4,4,75000
65,3.22222222222222,4,75000
65,2.22222222222222,3,75000
65,4,4,75000
65,3.44444444444444,4,75000
65,3,3,75000
65,3.77777777777778,4,75000
66,2.77777777777778,4,0
66,2.33333333333333,4,0
66,3,3,0
66,1.71428571428571,4,0
66,1.55555555555556,3,0
66,2.77777777777778,3,0
68,2.55555555555556,3,1000
68,2.33333333333333,3,1000
68,3.11111111111111,4,1000
68,2.44444444444444,4,1000
68,1.88888888888889,4,1000
68,3.11111111111111,4,1000
71,3.2,3,500
71,3.66666666666667,4,500
71,2.88888888888889,4,500
71,2.44444444444444,4,500
71,4,4,500
71,4,4,500
71,3.75,4,500
71,1.66666666666667,3,500
71,2.77777777777778,3,500
71,2.44444444444444,4,500
71,2,3,500
76,3.33333333333333,3,64588
76,2.77777777777778,3,64588
76,4,4,64588
76,3,3,64588
76,3.5,4,64588
76,2,4,64588
76,3,3,64588
76,3,1,64588
76,3.22222222222222,3,64588
76,2.88888888888889,3,64588
77,3.88888888888889,3,62000
77,3.22222222222222,3,62000
77,3.44444444444444,4,62000
77,4,4,62000
77,3.33333333333333,4,62000
77,3.11111111111111,4,62000
77,4,4,62000
77,3.125,4,62000
77,2.33333333333333,4,62000
77,4,4,62000
77,4,4,62000
77,3.22222222222222,4,62000
80,3.44444444444444,3,43000
80,3.55555555555556,3,43000
80,3.66666666666667,4,43000
80,3.88888888888889,4,43000
80,4,4,43000
80,3.8,4,43000
80,3.33333333333333,4,43000
80,2.875,4,43000
80,3.77777777777778,4,43000
80,4,4,43000
80,3,4,43000
80,2.11111111111111,4,43000
81,2.55555555555556,3,8000
81,1.44444444444444,4,8000
81,3.11111111111111,4,8000
81,2,4,8000
81,3.44444444444444,4,8000
81,2.11111111111111,4,8000
81,3,4,8000
81,1,4,8000
81,3,4,8000
81,3,4,8000
81,2.11111111111111,4,8000
81,3,4,8000
87,3.88888888888889,3,135000
87,4,3,135000
87,2.83333333333333,3,135000
87,2.25,4,135000
87,2.71428571428571,4,135000
87,3.88888888888889,4,135000
87,3.11111111111111,4,135000
87,2.11111111111111,3,135000
87,3.55555555555556,4,135000
88,1.77777777777778,4,5000
88,2,3,5000
88,3.11111111111111,4,5000
88,3,3,5000
88,3.2,4,5000
88,3.22222222222222,4,5000
88,3.42857142857143,4,5000
88,3,4,5000
100,3.11111111111111,3,30000
100,2.66666666666667,3,30000
100,1.625,3,30000
100,2.11111111111111,4,30000
100,2.88888888888889,3,30000
100,2.55555555555556,3,30000
100,3.22222222222222,4,30000
100,3.55555555555556,4,30000
104,3,2,4000
104,3,3,4000
104,2.875,4,4000
104,2.44444444444444,3,4000
108,2.55555555555556,3,25000
108,3.55555555555556,3,25000
108,3,4,25000
108,3.71428571428571,4,25000
108,3.33333333333333,4,25000
108,2.5,3,25000
108,3.88888888888889,4,25000
108,3.55555555555556,3,25000
108,3.55555555555556,4,25000
108,2.66666666666667,4,25000
109,3.33333333333333,3,40000
109,3.44444444444444,4,40000
109,2.55555555555556,3,40000
109,3,4,40000
109,3,3,40000
109,3.55555555555556,3,40000
109,2.55555555555556,3,40000
109,2.55555555555556,3,40000
113,3.28571428571429,2,8000
113,4,4,8000
113,1.66666666666667,4,8000
113,1.77777777777778,4,8000
113,1.66666666666667,4,8000
113,1.77777777777778,4,8000
113,2.55555555555556,4,8000
113,3.28571428571429,3,8000
113,2.85714285714286,4,8000
113,3.25,3,8000
118,2.55555555555556,4,28000
118,3,4,28000
118,3.22222222222222,4,28000
118,3.66666666666667,4,28000
118,3,4,28000
118,2.55555555555556,4,28000
118,3.33333333333333,4,28000
118,3.66666666666667,4,28000
123,3,2,13000
123,2.66666666666667,4,13000
123,2.55555555555556,3,13000
123,1.33333333333333,4,13000
123,1.44444444444444,3,13000
123,1.11111111111111,3,13000
123,3,4,13000
123,3,4,13000
123,3.77777777777778,4,13000
123,3,3,13000
125,2.28571428571429,2,0
125,2.66666666666667,3,0
125,3,4,0
125,1,3,0
125,4,4,0
125,3.88888888888889,4,0
125,2.55555555555556,4,0
125,2.88888888888889,3,0
128,3.22222222222222,4,0
128,2.71428571428571,3,0
128,2.66666666666667,3,0
128,4,3,0
128,3,4,0
128,1.88888888888889,3,0
128,1.66666666666667,2,0
128,2.88888888888889,4,0
136,3.77777777777778,4,4500
136,1.77777777777778,4,4500
136,3.44444444444444,4,4500
136,2.88888888888889,3,4500
136,3.22222222222222,4,4500
136,3,3,4500
136,3,4,4500
141,1.375,3,6400
141,2.55555555555556,3,6400
141,4,4,6400
141,3,4,6400
143,3,3,0
143,1.88888888888889,1,0
143,1.77777777777778,4,0
145,3.22222222222222,4,14000
145,3.44444444444444,3,14000
145,4,4,14000
145,2.88888888888889,3,14000
145,2.125,4,14000
145,1.88888888888889,4,14000
145,3,4,14000
145,3,4,14000
145,3.66666666666667,4,14000
145,2.11111111111111,2,14000
145,3,4,14000
145,3.88888888888889,4,14000
146,2.55555555555556,4,65000
146,2.66666666666667,2,65000
146,3.88888888888889,4,65000
146,2.44444444444444,2,65000
146,3.33333333333333,3,65000
146,2.33333333333333,4,65000
146,3.33333333333333,4,65000
146,3.11111111111111,4,65000
146,3,3,65000
146,3,4,65000
148,3.22222222222222,4,5500
148,3.22222222222222,4,5500
148,3,3,5500
148,2.44444444444444,4,5500
148,1.55555555555556,3,5500
148,4,4,5500
148,4,4,5500
148,2.5,4,5500
151,3.11111111111111,3,0
151,4,4,0
151,3.22222222222222,2,0
151,4,4,0
151,2.11111111111111,3,0
151,2,4,0
152,3,2,9000
152,1.22222222222222,3,9000
152,2,4,9000
153,2.44444444444444,3,5000
153,3.77777777777778,4,5000
153,2.44444444444444,4,5000
153,2.33333333333333,4,5000
153,4,3,5000
153,4,3,5000
153,4,4,5000
153,2.22222222222222,4,5000
153,3.66666666666667,4,5000
153,3.22222222222222,4,5000
153,2.875,4,5000
153,2.88888888888889,3,5000
154,3.77777777777778,4,3500
154,3.22222222222222,3,3500
154,1.22222222222222,2,3500
154,1.77777777777778,4,3500
154,3,4,3500
154,2,3,3500
154,2,4,3500
155,4,4,95433.5
155,2.88888888888889,1,95433.5
155,4,4,95433.5
155,3,3,95433.5
155,2.88888888888889,4,95433.5
155,2.66666666666667,3,95433.5
155,3,4,95433.5
155,4,4,95433.5
157,3.44444444444444,3,15000
157,2.55555555555556,3,15000
157,3,4,15000
157,3.11111111111111,4,15000
157,2.44444444444444,3,15000
157,2.44444444444444,4,15000
157,4,4,15000
157,3,4,15000
157,3,2,15000
157,3.88888888888889,4,15000
159,3.77777777777778,2,11550
159,3.55555555555556,4,11550
159,3.88888888888889,4,11550
159,4,4,11550
159,3.33333333333333,4,11550
159,3.66666666666667,4,11550
159,4,4,11550
177,2.88888888888889,3,7000
177,2.42857142857143,2,7000
177,3,3,7000
177,2.33333333333333,3,7000
177,2.44444444444444,3,7000
177,2,4,7000
177,3.11111111111111,4,7000
177,3,4,7000
177,3.55555555555556,4,7000
194,2.22222222222222,3,235000
194,3,4,235000
194,2.5,4,235000
194,2,3,235000
194,1.66666666666667,3,235000
194,2,4,235000
194,2.44444444444444,4,235000
196,2.88888888888889,4,25057
196,2.44444444444444,4,25057
196,3.33333333333333,4,25057
196,3.55555555555556,2,25057
196,3,4,25057
196,2.88888888888889,4,25057
196,2.11111111111111,4,25057
196,3.22222222222222,4,25057
196,2.66666666666667,4,25057
196,2.55555555555556,4,25057
197,3,4,10800
197,3.57142857142857,4,10800
197,3,3,10800
197,3.22222222222222,3,10800
197,1.44444444444444,4,10800
197,3,4,10800
197,2.88888888888889,4,10800
197,2,3,10800
197,3,3,10800
197,3,4,10800
197,2.77777777777778,4,10800
197,3.44444444444444,4,10800
197,3,4,10800
197,3,4,10800
197,2.66666666666667,4,10800
